Name,Department,year1,year2,year3,year4,year5,Years,Graduated
David Bill,Cyber Security,3.2,4,2,2.4,4.4,5,2014
Sellini Hustle,Architecture,3.2,2.8,4,,,3,2016
Gomez Jack,Cyber Security,4.4,3.2,4.4,,,3,2016
Subdila Hustle,Bio Technology,3.6,2,2.8,3.2,,4,2015
Alexander Coutiho,Micro Biology,3.6,2,4.4,4,4,5,2014
Honda Burna,Physics,3.6,4,2.8,4,2,5,2014
Sebastian White,Biochemistry,2.4,2.8,4.4,,,3,2016
Lorrience Burna,Micro Biology,4.4,4.4,4.4,2.8,3.2,5,2014
Chelsea Berger,Computer Engineering,3.2,4.4,3.2,3.2,,4,2015
Henry Casandra,Mechganical Engineering,2,4,3.2,,,3,2016
Douglas Anabelle,Physics,4,3.2,3.6,,,3,2016
Anderson Edward,Computer Science,3.6,4.4,4,2.8,,4,2015
Emerson Lingard,Physics,4.4,2,3.6,2.8,4.4,5,2014
Einstein Green,Information Technology,3.2,2.4,2,2,,4,2015
David Justin,Bio Technology,2,2,3.6,,,3,2016
McCoaster Casandra,Statistics,2.4,3.6,2,2,2.8,5,2014
Smith Gopy,Micro Biology,2.4,4,3.2,4,,4,2015
Febo Limpo,Physics,2.4,3.2,3.2,2.8,,4,2015
Febo Dunlop,Mining Engineering,3.2,2.4,4.4,4.4,,4,2015
Gomez Bill,Survey and Geo-informatics,2,4.4,2.8,,,3,2016
Febo Paul,Cyber Security,4,3.6,4,,,3,2016
Lucas Paul,Micro Biology,2.8,2,2.8,2.4,,4,2015
Hewlette Edward,Civil Engineering,2.4,2,4.4,3.6,2,5,2014
Mourinho Chris,Software Programming,2.8,4,3.2,3.6,2,5,2014
Emerson Anabelle,Civil Engineering,2,2.4,3.2,2.8,,4,2015
Chelsea Bill,Architecture,3.6,4,3.2,4,2.4,5,2014
Rica Bond,Biochemistry,4.4,4,2.8,2.4,2.4,5,2014
Sebastian Sandra,Bio Technology,3.2,2.8,2.8,,,3,2016
Richard Love,Architecture,3.2,4,3.6,3.6,,4,2015
Mizphabet Anabelle,Building Technology,2.4,4,2,4.4,,4,2015
Barcelona Priscilia,Building Technology,2.4,4.4,3.6,2.4,,4,2015
Rica Jack,Information Technology,3.6,4.4,4,,,3,2016
Barcelona Babbage,Mechganical Engineering,2.8,2.4,2.8,2,,4,2015
Ford Kiki,Cyber Security,3.6,4,4.4,2,4.4,5,2014
McCall Coutiho,Statistics,2,2.4,4,2.8,2.4,5,2014
Subdila Young man,Computer Engineering,2.8,2.4,4,,,3,2016
Kendrick Edward,Cyber Security,2.8,4,4,,,3,2016
McCall White,Mining Engineering,2.4,2,2.8,3.6,3.6,5,2014
Barcelona James,Statistics,2.8,3.6,4,4.4,,4,2015
Sellini Berger,Computer Engineering,3.6,2,3.2,,,3,2016
Hewlette Sandra,Statistics,2.4,4,2,3.6,,4,2015
Robert Hustle,Survey and Geo-informatics,2.8,4.4,2.4,2.8,4.4,5,2014
Gomez Babbage,Micro Biology,2.8,2.4,2.8,,,3,2016
Gomez Berger,Software Programming,2,4,2.4,,,3,2016
Paulinho Green,Physics,4,2.8,3.6,,,3,2016
Diego Gopy,Civil Engineering,4.4,4,3.6,2.4,2,5,2014
Alexander Lingard,Survey and Geo-informatics,4.4,4,4.4,2.8,,4,2015
Mizphabet Charles,Architecture,2.4,3.6,2,,,3,2016
Henry Nicki,Civil Engineering,2.8,4,4,,,3,2016
Smith Wayne,Information Technology,3.2,3.6,2.4,4,,4,2015
Diego Julius,Bio Technology,3.2,4,2.8,,,3,2016
Phelionni Justin,Statistics,2.4,3.2,2,2,,4,2015
Kendrick Bond,Geology,2.8,2.8,4.4,,,3,2016
Mizphabet Fredie,Architecture,4.4,2.8,2.4,,,3,2016
Thompson Esther,Mechganical Engineering,4,2,4.4,2.4,3.6,5,2014
Rica Babbage,Computer Science,4.4,3.6,2.8,2.4,,4,2015
Robert Whice,Bio Technology,2,4.4,3.2,,,3,2016
Narcos Esther,Mechganical Engineering,2,4.4,2.4,4.4,,4,2015
Gomez Justin,Information Technology,2,2.4,3.6,2.8,2,5,2014
Emerson Berger,Computer Engineering,4,3.6,4,,,3,2016
David Philine,Machine and Deep Engineering,3.6,2.4,3.2,2,,4,2015
Paulinho Young man,Computer Science,2.8,2,2.8,3.2,4,5,2014
Torgan Julius,Data Analysis,4.4,3.6,2,4.4,3.6,5,2014
Greenwich Wayne,Building Technology,2,3.2,2.4,,,3,2016
Torgan Emrican,Statistics,3.6,3.2,4.4,4,,4,2015
Febo Fredie,Building Technology,4,2.8,3.6,,,3,2016
Kendrick Esther,Civil Engineering,2.8,4,2,3.6,2.4,5,2014
PyRodri Limpo,Computer Engineering,3.2,3.6,3.6,,,3,2016
Smith Dunlop,Biochemistry,2.4,2.4,3.6,2.4,,4,2015
Greenwich Coutiho,Software Programming,4.4,2,4,,,3,2016
Emerson Gopy,Data Analysis,2,2,4,3.6,,4,2015
Barcelona Kiki,Machine and Deep Engineering,3.6,3.6,4.4,2.8,2,5,2014
David Kiki,Mining Engineering,4.4,3.2,3.6,,,3,2016
Febo Dembele,Computer Science,4,4.4,2.8,4,,4,2015
David Babbage,Computer Science,4.4,2,3.2,,,3,2016
Paulinho Marla,Civil Engineering,2,3.2,2.4,3.6,3.6,5,2014
Smith Young man,Building Technology,2,4.4,2.4,4.4,,4,2015
Mourinho Babbage,Computer Science,2,2.8,3.2,2.4,3.6,5,2014
Smith Bond,Cyber Security,4,2,2,4,,4,2015
Mizphabet Mercy,Geology,2,4,4,,,3,2016
Narcos Casandra,Physics,2.8,2,3.2,,,3,2016
Silver Casandra,Mining Engineering,4,3.6,2.4,,,3,2016
PyRodri Coutiho,Cyber Security,2.4,4,2,,,3,2016
Lucas Dembele,Architecture,4,3.6,2.4,4,4.4,5,2014
Narcos Wayne,Survey and Geo-informatics,4,2.8,3.2,,,3,2016
David Slipey,Cyber Security,3.6,2,2.8,2.8,,4,2015
Thompson Sandra,Statistics,3.2,3.2,3.2,,,3,2016
Santos Anabelle,Mining Engineering,2.8,3.2,4.4,,,3,2016
Mizphabet James,Survey and Geo-informatics,2.4,3.2,3.2,4,,4,2015
PyRodri Philine,Bio Technology,2.8,3.6,4.4,3.2,,4,2015
Santos Coutiho,Survey and Geo-informatics,3.6,2.8,3.6,,,3,2016
Hewlette Cavati,Mechganical Engineering,4.4,2.4,3.2,3.2,,4,2015
Thompson Green,Statistics,3.2,4.4,4,3.2,,4,2015
Einstein Charles,Civil Engineering,4.4,4,2.4,3.6,,4,2015
Chelsea Shorya,Building Technology,4,4,2.8,,,3,2016
Kendrick Berger,Computer Engineering,4,2.8,4,,,3,2016
David Priscilia,Software Programming,3.2,4.4,3.6,2,,4,2015
Henry Dembele,Building Technology,4.4,4.4,4.4,,,3,2016
Donald Nicki,Physics,4,3.2,3.2,4,,4,2015
Santos Dembele,Architecture,4,2,3.6,2.4,2,5,2014
Becam Anabelle,Physics,2.8,2,3.2,2.8,4,5,2014
Einstein Cavati,Statistics,3.2,2,2.4,,,3,2016
Edding Charles,Software Programming,2,3.6,2.4,3.2,,4,2015
Luke Gopy,Building Technology,4,2.4,2,,,3,2016
Mizphabet Shorya,Biochemistry,3.6,2.4,3.2,,,3,2016
Hewlette Kiki,Civil Engineering,3.6,3.6,4,2,,4,2015
Paulinho James,Software Programming,4.4,4.4,2.8,,,3,2016
Rica Casandra,Software Programming,2.8,4,3.6,4.4,,4,2015
Santos Dan,Statistics,4,3.2,2,,,3,2016
Alexander Montana,Geology,3.2,3.2,3.6,4.4,4,5,2014
Lorrience Cara,Civil Engineering,3.6,4,2,2.8,,4,2015
Malcomm Justin,Mining Engineering,2.4,2,4,,,3,2016
Einstein Hummit,Computer Engineering,2,2.4,2.8,,,3,2016
Donald Green,Computer Science,3.2,3.2,4.4,2.4,,4,2015
Willson Lingard,Data Analysis,2,3.6,3.6,4.4,,4,2015
Lorrience Emrican,Cyber Security,3.2,4,2.8,4.4,2.8,5,2014
Thompson Nicki,Mechganical Engineering,4.4,2,3.2,2.4,4,5,2014
McCall Nicki,Architecture,3.2,2.4,3.6,,,3,2016
Narcos Montana,Mechganical Engineering,3.2,2.4,4,2.4,4,5,2014
Barcelona Dembele,Civil Engineering,2.8,2,4.4,3.2,2,5,2014
Mourinho White,Micro Biology,2,2,3.6,2,,4,2015
Narcos Green,Building Technology,2,4.4,4.4,,,3,2016
Anderson Mark,Mining Engineering,3.6,3.6,2.4,4.4,,4,2015
Thompson Anabelle,Survey and Geo-informatics,2.4,3.2,3.2,,,3,2016
Charlotte White,Computer Science,2,2.4,2.8,2.4,2.4,5,2014
Greenwich Dunlop,Architecture,2.8,2.8,3.6,4,2,5,2014
Robert Gopy,Bio Technology,2.8,4,4,,,3,2016
McCoaster Wayne,Geology,4.4,2.8,3.6,2.4,,4,2015
Emerson Julius,Building Technology,2.4,3.6,4,,,3,2016
Gomez Paul,Bio Technology,4.4,2.4,2,4,,4,2015
Hewlette Fredie,Architecture,2.8,2.4,3.6,,,3,2016
Sellini Jordan,Micro Biology,3.6,3.2,3.2,,,3,2016
Emerson Mark,Information Technology,2.4,2,2,2,2,5,2014
Hewlette Hummit,Computer Engineering,3.6,2.8,3.6,,,3,2016
Narcos Burna,Architecture,3.6,3.6,2.4,,,3,2016
Barcelona Wayne,Data Analysis,2.4,4.4,2.4,3.6,2,5,2014
Abraham Mercy,Geology,3.6,4.4,4,4,,4,2015
Greenwich Jack,Mechganical Engineering,2,3.6,3.6,,,3,2016
Rica Mercy,Building Technology,2.4,4.4,3.6,3.6,4,5,2014
Smith Lingard,Mechganical Engineering,2.4,2.4,4,,,3,2016
Donald Casandra,Geology,2.4,2.8,4,3.2,,4,2015
Mizphabet Dan,Architecture,4.4,2.4,2,3.6,,4,2015
Richard Babbage,Machine and Deep Engineering,3.6,2.4,4.4,,,3,2016
Anderson Dembele,Building Technology,4,2,4,2,,4,2015
Phelionni Marla,Software Programming,4.4,4.4,2.4,3.6,3.2,5,2014
Einstein Esther,Data Analysis,3.6,4.4,4.4,2.4,2.8,5,2014
Malcomm Green,Cyber Security,2.4,2,3.2,3.6,,4,2015
PyRodri Emrican,Software Programming,2.4,4,4,3.2,,4,2015
Greenwich Cara,Survey and Geo-informatics,2.4,2,2,4,4.4,5,2014
Febo Lingard,Machine and Deep Engineering,3.6,4,2.8,4,2.8,5,2014
Sebastian Love,Computer Science,4.4,4.4,4,3.6,,4,2015
McCall Slipey,Bio Technology,3.6,2,4,,,3,2016
Sebastian Jordan,Software Programming,2.4,2,4,2.4,2.4,5,2014
Lucas Priscilia,Information Technology,3.6,2,4,,,3,2016
Douglas Paul,Software Programming,3.6,3.6,2,4.4,2.8,5,2014
McCall Burna,Computer Science,4,2.8,2,,,3,2016
Febo Charles,Cyber Security,2.8,4,4,,,3,2016
Subdila Burna,Bio Technology,4.4,4.4,2,3.2,2.4,5,2014
Sellini Gopy,Physics,2,4,2,4,2,5,2014
Narcos Bond,Micro Biology,3.2,3.6,3.2,4,3.2,5,2014
Henry Green,Machine and Deep Engineering,2,3.2,2,,,3,2016
Subdila Shorya,Micro Biology,4,2,2,,,3,2016
Richard Philine,Micro Biology,3.6,4.4,4,,,3,2016
Silver Jordan,Mechganical Engineering,2,2.8,3.6,4,,4,2015
Anderson Jordan,Physics,4,4.4,4.4,4,2,5,2014
Henry John,Computer Science,2.4,3.6,3.2,,,3,2016
Hezekiah Lingard,Bio Technology,2.8,4.4,4.4,4,2.4,5,2014
Subdila Bill,Software Programming,2.8,3.6,2.8,2.4,,4,2015
PyRodri Burna,Civil Engineering,2.4,4.4,2,2.4,,4,2015
Lucas Lingard,Statistics,4.4,4,4,2,,4,2015
Narcos Berger,Building Technology,4.4,3.6,2.4,2,4,5,2014
Thompson Emtee,Civil Engineering,4,3.2,4.4,,,3,2016
Torgan Berger,Micro Biology,2,2,2,,,3,2016
Alexander Bond,Architecture,3.6,2,2.8,4.4,2.8,5,2014
Rica Coutiho,Mechganical Engineering,2.4,4,2,3.6,,4,2015
PyRodri Charles,Cyber Security,2,3.2,4,2.4,,4,2015
Febo Sandra,Physics,3.2,2.8,3.6,,,3,2016
Malcomm James,Architecture,3.2,2,2.8,3.6,4.4,5,2014
Greenwich Fredie,Mining Engineering,2.4,4.4,2.8,,,3,2016
Rica Bill,Statistics,4,3.2,2.4,3.6,3.6,5,2014
Torgan Gopy,Computer Science,3.2,4.4,2,3.6,,4,2015
Sebastian Priscilia,Building Technology,3.2,4.4,2.8,,,3,2016
Alexander Jordan,Micro Biology,4.4,4,4,2.8,2.4,5,2014
Gomez Julius,Data Analysis,4,3.6,2.8,2,2.4,5,2014
Luke Sandra,Cyber Security,2.8,2,2.8,3.2,,4,2015
Lorrience Hustle,Survey and Geo-informatics,4.4,3.2,2,,,3,2016
Henry Mercy,Information Technology,3.2,4,2,3.6,4,5,2014
Lucas Emrican,Architecture,2.4,3.2,2,,,3,2016
Febo Emtee,Biochemistry,2.4,4,2,,,3,2016
Phelionni Nicki,Survey and Geo-informatics,3.6,2.8,4.4,2.4,,4,2015
Smith Justin,Statistics,3.2,3.6,3.6,,,3,2016
Douglas Cara,Software Programming,2,3.6,3.6,3.6,,4,2015
Febo Esther,Building Technology,3.2,4,3.6,2,2.8,5,2014
Abraham Jack,Physics,2,2,4.4,,,3,2016
Richard Cara,Geology,3.6,4.4,4.4,,,3,2016
Charlotte Bond,Software Programming,4.4,4,2.4,4,2,5,2014
Douglas Mercy,Machine and Deep Engineering,3.2,2.4,4,3.6,3.2,5,2014
Thompson Justin,Physics,3.6,2.8,3.6,,,3,2016
Santos Emtee,Architecture,3.2,3.2,2,4,2.4,5,2014
Rica Gopy,Biochemistry,2,2.4,3.2,3.2,2.4,5,2014
Febo Julius,Statistics,2,2,2.4,,,3,2016
Robert Dan,Physics,4.4,3.2,2.4,,,3,2016
Paulinho Paul,Geology,3.6,2.4,3.2,,,3,2016
Sebastian Philine,Computer Engineering,2.4,3.2,4,4,,4,2015
Narcos Mark,Micro Biology,2.4,2,4.4,,,3,2016
McCall Emrican,Software Programming,3.6,4.4,3.2,4,,4,2015
Greenwich Paul,Architecture,2.8,3.2,3.2,2,4.4,5,2014
Edding Edward,Information Technology,3.2,4.4,3.6,3.2,,4,2015
Sebastian Green,Software Programming,3.2,3.6,2,2.4,2.4,5,2014
Smith Kiki,Mining Engineering,2,4.4,3.6,2.8,3.6,5,2014
Ford Coutiho,Machine and Deep Engineering,4,2.8,3.6,4.4,2.4,5,2014
Santos Julius,Machine and Deep Engineering,2,4.4,2.4,3.6,,4,2015
Hezekiah Whice,Survey and Geo-informatics,3.6,2.8,4.4,3.6,,4,2015
Sebastian Anabelle,Machine and Deep Engineering,3.6,4,3.2,2,3.2,5,2014
Barcelona Anabelle,Biochemistry,2.4,4,3.6,2.8,3.6,5,2014
Lucas Sandra,Information Technology,2.4,3.6,3.6,4.4,3.6,5,2014
Anderson Julius,Micro Biology,2,3.6,2.4,,,3,2016
Hezekiah Limpo,Mining Engineering,2,2,2.4,,,3,2016
Lorrience Berger,Computer Engineering,3.6,3.6,4,2.4,,4,2015
Hezekiah Love,Mining Engineering,4.4,3.6,2.8,,,3,2016
Chelsea Emtee,Mechganical Engineering,4,2.8,3.2,2,,4,2015
Gomez Jordan,Physics,3.6,4,2,,,3,2016
Alexander Chris,Physics,2.8,2.4,3.6,2.4,2,5,2014
Anderson Emtee,Statistics,2.4,3.6,3.6,4.4,2.4,5,2014
Diego Babbage,Information Technology,4.4,4.4,3.2,2.4,,4,2015
Sellini Emrican,Physics,4,2.8,3.6,,,3,2016
Silver Julius,Software Programming,2,2.4,4,3.2,3.2,5,2014
Ford Priscilia,Micro Biology,2.8,2.4,4,2,2,5,2014
Andrew Dan,Physics,2.4,4.4,2,3.2,4.4,5,2014
Torgan Dembele,Civil Engineering,2,2.4,2,4.4,,4,2015
Richard Dunlop,Building Technology,2.4,3.2,2.4,4.4,,4,2015
Mizphabet Nicki,Software Programming,2.4,2.4,3.2,2.8,2,5,2014
Donald Young man,Geology,4,4,2.4,,,3,2016
Marcos Priscilia,Machine and Deep Engineering,2.8,4.4,2.8,3.6,4.4,5,2014
McCall Chris,Bio Technology,4.4,4,4.4,3.6,,4,2015
Anderson Chris,Architecture,3.2,4.4,3.2,,,3,2016
Charlotte Nicki,Mechganical Engineering,2.8,2.8,2,2.4,3.6,5,2014
Ford Burna,Building Technology,2,3.6,4.4,4.4,,4,2015
Willson Hummit,Physics,2.8,2.4,2.4,4.4,,4,2015
Willson Bill,Machine and Deep Engineering,4.4,3.6,2.8,2.8,,4,2015
Becam Mercy,Computer Science,4,2.4,4,,,3,2016
Richard Kiki,Civil Engineering,3.6,3.6,4,4.4,,4,2015
Charlotte Shorya,Bio Technology,4,3.2,4.4,,,3,2016
Lorrience Love,Data Analysis,3.2,3.2,3.6,,,3,2016
Lucas Burna,Cyber Security,2.4,4.4,2.4,3.2,2,5,2014
Richard Montana,Computer Engineering,2,4.4,3.2,3.2,3.2,5,2014
McCoaster Esther,Mechganical Engineering,2.8,4.4,4,3.6,3.2,5,2014
Donald Paul,Mechganical Engineering,3.6,2.4,4.4,,,3,2016
Hewlette Whice,Mechganical Engineering,4.4,4.4,2.8,3.6,,4,2015
Marcos Berger,Software Programming,4.4,4.4,2.8,4.4,,4,2015
Donald Burna,Software Programming,2.8,4,2.4,4.4,4.4,5,2014
Lucas Brenda,Machine and Deep Engineering,2.4,2.4,2,,,3,2016
Chelsea Jack,Geology,3.2,3.6,4,3.2,2,5,2014
Barcelona Young man,Statistics,4.4,4.4,3.6,3.2,,4,2015
Smith Dembele,Computer Engineering,2.8,3.2,2.8,,,3,2016
Robert Edward,Computer Science,3.6,4.4,4.4,3.6,,4,2015
Diego Nicki,Building Technology,2.8,2.8,2.4,2.4,,4,2015
Einstein Limpo,Civil Engineering,2.8,4,4,,,3,2016
Phelionni Wayne,Information Technology,3.2,4.4,3.6,2.8,2.4,5,2014
Phelionni Whice,Bio Technology,4,2.8,3.6,,,3,2016
Hezekiah John,Software Programming,3.6,2.4,3.2,,,3,2016
Manchester Casandra,Biochemistry,2.8,2,2.4,2.4,2.4,5,2014
Lorrience Jordan,Civil Engineering,3.2,3.2,2.8,3.2,,4,2015
Marcos Burna,Data Analysis,2,4,2.4,,,3,2016
Phelionni Cavati,Computer Science,3.6,3.6,3.6,,,3,2016
PyRodri Casandra,Geology,2,3.6,4.4,,,3,2016
Febo Philine,Information Technology,4,4,4.4,,,3,2016
Phelionni Paul,Computer Engineering,4.4,2.8,3.2,,,3,2016
David Bond,Architecture,2.8,2.4,2,2,2.8,5,2014
Ford Esther,Machine and Deep Engineering,3.2,3.2,4,3.6,2,5,2014
Lucas Bill,Information Technology,2.4,2,4.4,,,3,2016
Thompson John,Physics,3.2,2.8,3.6,,,3,2016
Willson Philine,Mechganical Engineering,2.4,2.4,3.2,4.4,4,5,2014
Emerson Babbage,Mechganical Engineering,4,3.2,4,3.6,3.6,5,2014
Mizphabet John,Micro Biology,2.4,4.4,3.6,,,3,2016
Edding White,Information Technology,2,3.6,2.8,4.4,3.2,5,2014
Hewlette Esther,Survey and Geo-informatics,2,4.4,2.8,2.8,4.4,5,2014
Narcos Anabelle,Statistics,3.6,3.6,3.2,4,3.2,5,2014
PyRodri Julius,Information Technology,2.8,2,4.4,3.2,4.4,5,2014
Sellini White,Micro Biology,2.4,3.2,2.8,,,3,2016
Donald Mercy,Software Programming,3.2,2.4,4,2.4,2.4,5,2014
Becam Paul,Architecture,4.4,4.4,4,,,3,2016
Paulinho Dan,Micro Biology,2,3.6,2.4,4.4,,4,2015
Barcelona Jack,Building Technology,2.4,2,4,,,3,2016
Andrew Shorya,Statistics,4.4,4,4,,,3,2016
David Wayne,Software Programming,3.2,2.4,2.4,4.4,4,5,2014
Richard Emtee,Survey and Geo-informatics,2,3.2,3.2,2,,4,2015
Einstein Dunlop,Architecture,4,4.4,4,3.2,,4,2015
Einstein Sandra,Physics,4,4.4,4,,,3,2016
Mizphabet Hustle,Data Analysis,3.6,3.6,2,3.6,2,5,2014
Einstein Love,Civil Engineering,3.6,2,2,4.4,3.6,5,2014
Rica Emrican,Building Technology,4.4,2.8,2.4,,,3,2016
Lucas Hustle,Mining Engineering,3.2,3.2,2,,,3,2016
McCoaster Marla,Data Analysis,2,2.4,2,2.4,2.4,5,2014
Thompson Coutiho,Computer Engineering,4.4,4.4,2.4,2.8,2,5,2014
Chelsea Cara,Building Technology,2,3.6,2,4,4.4,5,2014
Paulinho Jordan,Micro Biology,4,3.6,4,3.2,2,5,2014
Kendrick Love,Building Technology,2,4,4,,,3,2016
Paulinho Kiki,Bio Technology,4.4,3.6,3.2,4,,4,2015
Malcomm Gopy,Software Programming,2.4,2.4,2,4,4.4,5,2014
Silver Gopy,Geology,2,3.6,2.4,,,3,2016
Malcomm Sandra,Machine and Deep Engineering,2,2.4,2,3.6,,4,2015
Kendrick Lingard,Computer Engineering,2.4,3.2,2,2.8,,4,2015
Becam Slipey,Cyber Security,2,3.2,2.4,,,3,2016
Charlotte Jordan,Architecture,4.4,4.4,3.2,2,4,5,2014
David Limpo,Statistics,2.4,3.2,2,4.4,3.6,5,2014
Becam Kiki,Computer Science,3.2,2.4,4.4,2.8,,4,2015
Willson Nicki,Mining Engineering,4,4.4,2.8,3.2,4.4,5,2014
Robert Chris,Mining Engineering,3.6,4,2,,,3,2016
Marcos Hustle,Computer Engineering,2,4.4,3.2,,,3,2016
Mizphabet Gopy,Statistics,2.4,3.2,2,3.2,,4,2015
Henry Edward,Computer Science,4.4,2,4,4.4,,4,2015
Narcos Marla,Physics,2.4,2.8,3.6,,,3,2016
Kendrick Young man,Bio Technology,2,2.8,2,,,3,2016
Hewlette Limpo,Civil Engineering,2,3.6,4,2,2.4,5,2014
Douglas Priscilia,Mechganical Engineering,2.8,3.6,4.4,4,,4,2015
Paulinho Emrican,Architecture,4.4,3.6,4,2,2.8,5,2014
Abraham Chris,Survey and Geo-informatics,2.4,2.4,2.4,4,2.8,5,2014
Smith Jordan,Survey and Geo-informatics,2,4,2.8,2,3.6,5,2014
Charlotte Burna,Machine and Deep Engineering,3.6,2.8,3.6,4.4,3.6,5,2014
Barcelona Justin,Physics,4.4,2.8,2.8,3.6,2.4,5,2014
Becam Casandra,Cyber Security,2,2.8,3.2,2.4,3.6,5,2014
Sellini Fredie,Architecture,2,4.4,2,2,2,5,2014
McCoaster Babbage,Bio Technology,3.6,3.6,2,4.4,,4,2015
Silver Dembele,Micro Biology,2.4,3.6,2.8,,,3,2016
Subdila Wayne,Software Programming,2.8,3.6,2.4,,,3,2016
Abraham Esther,Survey and Geo-informatics,4,2.8,4.4,3.6,,4,2015
Torgan Cara,Civil Engineering,2,2.4,4,4.4,3.6,5,2014
Robert Kiki,Building Technology,4.4,2.4,4,,,3,2016
Paulinho White,Geology,3.2,3.6,4,,,3,2016
PyRodri Cavati,Information Technology,3.2,2,2.4,2,,4,2015
Ford Julius,Statistics,2.8,4.4,3.6,4,,4,2015
McCoaster Anabelle,Computer Engineering,2,2.4,4.4,,,3,2016
Rica Young man,Survey and Geo-informatics,3.6,4.4,4,3.6,,4,2015
Manchester Bill,Geology,3.6,2.8,2.4,4.4,4,5,2014
Mizphabet Bond,Bio Technology,2,4,3.6,4,2.4,5,2014
Greenwich Gopy,Physics,4.4,3.6,2,,,3,2016
Lorrience Jack,Survey and Geo-informatics,2.8,2.4,2.4,3.2,2.8,5,2014
Diego Hummit,Building Technology,3.6,2,2.4,,,3,2016
Alexander Casandra,Mining Engineering,3.6,4.4,2,4,,4,2015
Lorrience Esther,Computer Science,4,4.4,2.4,,,3,2016
Mourinho Bond,Physics,3.6,4.4,4,,,3,2016
Torgan Kiki,Building Technology,2.8,2,3.6,3.6,4,5,2014
Ford Justin,Mechganical Engineering,3.2,4.4,2.8,3.6,,4,2015
Marcos Philine,Cyber Security,3.6,4,2.4,2,3.2,5,2014
Mourinho Wayne,Statistics,2.4,4,4,3.2,,4,2015
McCall Montana,Mechganical Engineering,3.2,2,4.4,,,3,2016
Henry Marla,Physics,4.4,3.6,3.6,4,4,5,2014
Mizphabet Dunlop,Computer Science,3.2,3.6,2,2.4,3.6,5,2014
Henry Babbage,Machine and Deep Engineering,2,3.6,2,2.4,3.2,5,2014
Santos Emrican,Survey and Geo-informatics,4,4.4,3.2,2,,4,2015
Luke Love,Survey and Geo-informatics,2.4,4.4,3.2,4,,4,2015
Einstein Mercy,Machine and Deep Engineering,2,3.2,2.4,,,3,2016
Douglas Jordan,Building Technology,2.8,3.2,2.8,2.8,2.4,5,2014
PyRodri Justin,Biochemistry,3.6,3.6,3.2,,,3,2016
Douglas Edward,Statistics,2.8,4.4,2.4,3.2,,4,2015
Emerson White,Computer Science,2.8,2.4,2.4,,,3,2016
Charlotte Kiki,Cyber Security,4.4,2.8,3.6,3.2,2,5,2014
PyRodri White,Statistics,2,3.2,2.8,2.8,3.6,5,2014
Lorrience Whice,Data Analysis,3.6,2,2.8,3.2,,4,2015
Andrew White,Mining Engineering,4.4,2,4.4,4.4,2.4,5,2014
Barcelona Philine,Geology,3.6,2.8,2.4,3.2,,4,2015
Greenwich Slipey,Mechganical Engineering,2,3.6,2,2.8,3.2,5,2014
Diego Anabelle,Information Technology,2.4,2,2.4,3.6,,4,2015
Hezekiah Justin,Biochemistry,2.4,2,2.4,4.4,3.6,5,2014
Diego Coutiho,Bio Technology,2,2.4,3.2,,,3,2016
Einstein Bill,Civil Engineering,2.4,2,2.4,,,3,2016
Abraham Mark,Machine and Deep Engineering,4.4,2.4,2.4,4,,4,2015
Chelsea Chris,Machine and Deep Engineering,4.4,4,2,2.4,,4,2015
David Fredie,Survey and Geo-informatics,4.4,4,2.8,4.4,3.2,5,2014
Edding Esther,Information Technology,4,4.4,3.6,2.4,,4,2015
Henry Jack,Survey and Geo-informatics,3.2,3.6,2.4,,,3,2016
Barcelona Sandra,Information Technology,3.6,2,2.8,,,3,2016
Lucas Dan,Building Technology,2.4,3.2,2,4.4,2.4,5,2014
Becam Julius,Civil Engineering,2.4,3.2,3.2,2,2.4,5,2014
Chelsea Anabelle,Bio Technology,4.4,2.8,4.4,3.6,,4,2015
Anderson Cara,Architecture,4,4.4,3.6,,,3,2016
Charlotte James,Computer Science,3.6,2.4,2,2.4,,4,2015
Honda Emtee,Cyber Security,2.8,4,2,2.4,2.4,5,2014
McCoaster Mercy,Statistics,2,2.8,4,,,3,2016
PyRodri Green,Computer Science,2.4,3.6,4,4,,4,2015
Marcos Jack,Biochemistry,4,2.4,2.4,,,3,2016
Gomez Mercy,Computer Engineering,4,3.6,2.8,,,3,2016
Mizphabet Edward,Computer Engineering,3.2,3.6,4,4.4,,4,2015
Honda Babbage,Mechganical Engineering,3.6,2,4,3.2,4.4,5,2014
Phelionni Esther,Mining Engineering,2.4,2,3.6,2.4,,4,2015
Robert Lingard,Micro Biology,4,2,2.4,,,3,2016
Smith Fredie,Biochemistry,3.6,2.8,2.4,3.6,4,5,2014
Kendrick Bill,Architecture,2,4.4,3.2,3.2,2.8,5,2014
Richard Casandra,Physics,2.8,4.4,3.6,3.2,4,5,2014
Hewlette Mercy,Building Technology,3.2,3.6,3.2,3.6,,4,2015
Donald Emrican,Cyber Security,3.2,2.8,4,3.6,4,5,2014
David Coutiho,Computer Science,2.8,3.6,2.4,4.4,2.8,5,2014
Donald Jordan,Computer Engineering,3.2,4,2.8,2,,4,2015
Becam Emtee,Architecture,4.4,4.4,4.4,4,3.6,5,2014
Richard White,Machine and Deep Engineering,3.2,3.6,4,4,4,5,2014
Malcomm Bond,Mining Engineering,2,4,3.6,3.2,2.8,5,2014
Donald Slipey,Information Technology,3.6,4.4,4,2.4,2,5,2014
